Name;Type;RA;Dec;Const;MajAx;MinAx;PosAng;B-Mag;V-Mag;J-Mag;H-Mag;K-Mag;SurfBr;Hubble;Pax;Pm-RA;Pm-Dec;RadVel;Redshift;Cstar U-Mag;Cstar B-Mag;Cstar V-Mag;M;NGC;IC;Cstar Names;Identifiers;Common names
Sh2-190;HII;02:33:23.14;+61:26:32.0;Cas;150;;;;;;;;;;;;;;;;;;;;;;;
Sh2-191;HII;02:36:39.32;+59:38:14.2;Cas;2;;;;;;;;;;;;;;;;;;;;;;;
Sh2-192;HII;02:47:14.16;+61:59:16.3;Cas;1;;;;;;;;;;;;;;;;;;;;;;;
Sh2-193;HII;02:47:32.52;+62:00:14.6;Cas;2;;;;;;;;;;;;;;;;;;;;;;;
Sh2-194;HII;02:47:19.90;+61:56:15.8;Cas;2;;;;;;;;;;;;;;;;;;;;;;;
Sh2-195;HII;02:40:06.03;+59:38:55.5;Cas;3;;;;;;;;;;;;;;;;;;;;;;;
Sh2-196;HII;02:51:19.19;+62:13:53.0;Cas;4;;;;;;;;;;;;;;;;;;;;;;;
Sh2-197;HII;02:41:55.41;+59:38:45.4;Cas;5;;;;;;;;;;;;;;;;;;;;;;;
Sh2-198;HII;02:50:01.81;+59:41:59.7;Cas;9;;;;;;;;;;;;;;;;;;;;;;;
Sh2-199;HII;02:54:33.55;+60:24:33.5;Cas;120;;;;;;;;;;;;;;;;;;;;;;;
Sh2-200;HII;03:10:45.05;+62:48:55.5;Cas;6;;;;;;;;;;;;;;;;;;;;;;;
Sh2-201;HII;03:03:10.35;+60:28:41.7;Cas;5;;;;;;;;;;;;;;;;;;;;;;;
Sh2-202;HII;03:18:51.52;+59:38:02.1;Cam;170;;;;;;;;;;;;;;;;;;;;;;;
Sh2-203;HII;03:22:01.01;+54:52:39.8;Per;45;;;;;;;;;;;;;;;;;;;;;;;
Sh2-204;HII;03:55:45.63;+57:25:43.9;Cam;40;;;;;;;;;;;;;;;;;;;;;;;
Sh2-205;HII;03:56:08.15;+53:11:39.6;Cam;120;;;;;;;;;;;;;;;;;;;;;;;
