Name;Type;RA;Dec;Const;MajAx;MinAx;PosAng;B-Mag;V-Mag;J-Mag;H-Mag;K-Mag;SurfBr;Hubble;Pax;Pm-RA;Pm-Dec;RadVel;Redshift;Cstar U-Mag;Cstar B-Mag;Cstar V-Mag;M;NGC;IC;Cstar Names;Identifiers;Common names
B262;DrkN;17:25:32.66;-22:36:56.2;Oph;30.0;;;;;;;;;;;;;;;;;;;;;;;
B263;DrkN;17:26:56.45;-42:46:48.4;Sco;30.0;;;;;;;;;;;;;;;;;;;;;;;
B264;DrkN;17:27:12.79;-25:31:39.0;Oph;10.0;;;;;;;;;;;;;;;;;;;;;;;
B265;DrkN;17:27:36.65;-25:11:34.4;Oph;12.0;;;;;;;;;;;;;;;;;;;;;;;
B266;DrkN;17:28:07.22;-20:56:27.6;Oph;30.0;;;;;;;;;;;;;;;;;;;;;;;
B267;DrkN;17:28:31.80;-25:13:24.6;Oph;4.0;;;;;;;;;;;;;;;;;;;;;;;
B268;DrkN;17:31:25.97;-20:30:51.8;Oph;75.0;;;;;;;;;;;;;;;;;;;;;;;
B269;DrkN;17:32:13.51;-22:45:43.9;Oph;60.0;;;;;;;;;;;;;;;;;;;;;;;
B270;DrkN;17:32:43.01;-19:35:37.7;Oph;11.0;;;;;;;;;;;;;;;;;;;;;;;
B271;DrkN;17:34:16.85;-34:15:25.6;Sco;120.0;;;;;;;;;;;;;;;;;;;;;;;
B272;DrkN;17:37:35.95;-23:24:45.7;Oph;45.0;;;;;;;;;;;;;;;;;;;;;;;
B273;DrkN;17:38:29.30;-33:20:39.5;Sco;15.0;;;;;;;;;;;;;;;;;;;;;;;
B274;DrkN;17:38:03.65;-22:43:40.4;Oph;18.0;;;;;;;;;;;;;;;;;;;;;;;
B275;DrkN;17:38:59.16;-32:19:34.0;Sco;13.0;;;;;;;;;;;;;;;;;;;;;;;
B276;DrkN;17:39:39.00;-19:49:22.4;Oph;45.0;;;;;;;;;;;;;;;;;;;;;;;
B277;DrkN;17:40:44.90;-23:04:11.6;Oph;18.0;;;;;;;;;;;;;;;;;;;;;;;
B278;DrkN;17:42:39.31;-32:18:54.0;Sco;15.0;;;;;;;;;;;;;;;;;;;;;;;
B279;DrkN;17:44:33.29;-22:33:29.9;Sgr;60.0;;;;;;;;;;;;;;;;;;;;;;;
B280;DrkN;17:44:57.12;-20:43:25.0;Sgr;60.0;;;;;;;;;;;;;;;;;;;;;;;
B281;DrkN;17:46:47.33;-23:43:05.9;Sgr;;;;;;;;;;;;;;;;;;;;;;;;
B282;DrkN;17:48:36.50;-23:27:46.1;Sgr;18.0;;;;;;;;;;;;;;;;;;;;;;;
B283;DrkN;17:51:16.10;-33:52:20.6;Sco;75.0;;;;;;;;;;;;;;;;;;;;;;;
B284;DrkN;17:50:06.91;-14:22:26.8;Ser;25.0;;;;;;;;;;;;;;;;;;;;;;;
B285;DrkN;17:51:32.30;-12:52:10.9;Ser;15.0;;;;;;;;;;;;;;;;;;;;;;;
B286;DrkN;17:53:03.70;-35:37:01.6;Sco;15.0;;;;;;;;;;;;;;;;;;;;;;;
B287;DrkN;17:54:26.88;-35:11:46.3;Sco;30.0;;;;;;;;;;;;;;;;;;;;;;;
B288;DrkN;17:57:06.41;-37:05:18.2;Sco;2.0;;;;;;;;;;;;;;;;;;;;;;;
B289;DrkN;17:56:36.82;-29:01:20.6;Sgr;25.0;;;;;;;;;;;;;;;;;;;;;;;
B290;DrkN;17:59:20.74;-37:08:53.9;CrA;3.0;;;;;;;;;;;;;;;;;;;;;;;
B291;DrkN;17:59:43.42;-33:53:48.1;Sgr;5.0;;;;;;;;;;;;;;;;;;;;;;;
B292;DrkN;18:00:34.10;-33:20:38.8;Sgr;60.0;;;;;;;;;;;;;;;;;;;;;;;
B293;DrkN;18:01:12.67;-35:20:32.6;Sgr;18.0;;;;;;;;;;;;;;;;;;;;;;;
B294;DrkN;18:01:30.31;-28:36:27.0;Sgr;3.0;;;;;;;;;;;;;;;;;;;;;;;
B295;DrkN;18:04:05.28;-31:09:59.4;Sgr;50.0;;;;;;;;;;;;;;;;;;;;;;;
B296;DrkN;18:04:04.49;-24:31:57.4;Sgr;4.0;;;;;;;;;;;;;;;;;;;;;;;
B297;DrkN;18:04:20.93;-18:44:52.8;Sgr;75.0;;;;;;;;;;;;;;;;;;;;;;;
B298;DrkN;18:05:11.06;-30:05:47.0;Sgr;4.0;;;;;;;;;;;;;;;;;;;;;;;
B299;DrkN;18:06:20.45;-27:17:33.7;Sgr;;;;;;;;;;;;;;;;;;;;;;;;
B300;DrkN;18:07:01.32;-32:39:28.1;Sgr;;;;;;;;;;;;;;;;;;;;;;;;
B301;DrkN;18:08:50.78;-18:42:03.6;Sgr;30.0;;;;;;;;;;;;;;;;;;;;;;;
B302;DrkN;18:09:13.51;-23:58:00.8;Sgr;30.0;;;;;;;;;;;;;;;;;;;;;;;
B303;DrkN;18:09:28.61;-23:59:58.2;Sgr;1.0;;;;;;;;;;;;;;;;;;;;;;;
B304;DrkN;18:13:20.86;-18:43:14.2;Sgr;;;;;;;;;;;;;;;;;;;;;;;;
B305;DrkN;18:14:37.78;-31:48:04.7;Sgr;13.0;;;;;;;;;;;;;;;;;;;;;;;
B306;DrkN;18:15:44.64;-25:42:50.4;Sgr;4.0;;;;;;;;;;;;;;;;;;;;;;;
B307;DrkN;18:18:38.33;-17:57:16.2;Sgr;6.0;;;;;;;;;;;;;;;;;;;;;;;
B308;DrkN;18:19:08.45;-22:14:12.1;Sgr;6.0;;;;;;;;;;;;;;;;;;;;;;;
B309;DrkN;18:23:08.54;-24:01:28.9;Sgr;5.0;;;;;;;;;;;;;;;;;;;;;;;
B310;DrkN;18:30:13.18;-18:35:10.3;Sgr;2.0;;;;;;;;;;;;;;;;;;;;;;;
B311;DrkN;18:30:27.22;-17:40:07.7;Sgr;6.0;;;;;;;;;;;;;;;;;;;;;;;
B312;DrkN;18:32:10.58;-15:34:48.4;Sct;75.0;;;;;;;;;;;;;;;;;;;;;;;
B313;DrkN;18:35:56.83;-15:41:07.4;Sct;15.0;;;;;;;;;;;;;;;;;;;;;;;
B314;DrkN;18:37:04.68;-09:42:53.6;Sct;35.0;;;;;;;;;;;;;;;;;;;;;;;
B315;DrkN;18:42:18.48;-20:01:59.9;Sgr;5.0;;;;;;;;;;;;;;;;;;;;;;;
B316;DrkN;18:41:50.54;-02:08:00.2;Aql;6.0;;;;;;;;;;;;;;;;;;;;;;;
B317;DrkN;18:45:46.01;-14:12:21.2;Sct;20.0;;;;;;;;;;;;;;;;;;;;;;;
B318;DrkN;18:49:42.77;-06:23:36.6;Sct;60.0;;;;;;;;;;;;;;;;;;;;;;;
B319;DrkN;18:51:58.08;-01:16:11.3;Aql;7.0;;;;;;;;;;;;;;;;;;;;;;;
B320;DrkN;18:52:47.18;-05:51:03.6;Sct;15.0;;;;;;;;;;;;;;;;;;;;;;;
B321;DrkN;18:54:02.04;-11:17:51.7;Sct;13.0;;;;;;;;;;;;;;;;;;;;;;;
B322;DrkN;18:55:47.16;-04:27:31.3;Sct;2.0;;;;;;;;;;;;;;;;;;;;;;;
B323;DrkN;18:57:34.18;-03:25:12.0;Aql;17.0;;;;;;;;;;;;;;;;;;;;;;;
B324;DrkN;18:59:22.97;-02:59:52.8;Aql;30.0;;;;;;;;;;;;;;;;;;;;;;;
B325;DrkN;18:59:54.00;-04:03:47.5;Aql;15.0;;;;;;;;;;;;;;;;;;;;;;;
B326;DrkN;19:03:25.58;-00:23:09.2;Aql;20.0;;;;;;;;;;;;;;;;;;;;;;;
B327;DrkN;19:04:26.98;-05:07:59.5;Aql;25.0;;;;;;;;;;;;;;;;;;;;;;;
B328;DrkN;19:04:49.46;-04:14:55.3;Aql;4.0;;;;;;;;;;;;;;;;;;;;;;;
B329;DrkN;19:06:59.57;+03:11:29.0;Aql;6.0;;;;;;;;;;;;;;;;;;;;;;;
B330;DrkN;19:19:33.62;+07:33:41.0;Aql;30.0;;;;;;;;;;;;;;;;;;;;;;;
B331;DrkN;19:26:03.79;+07:34:48.0;Aql;40.0;;;;;;;;;;;;;;;;;;;;;;;
B332;DrkN;19:28:00.62;+08:45:08.3;Aql;;;;;;;;;;;;;;;;;;;;;;;;
B333;DrkN;19:28:55.32;+10:40:17.8;Aql;60.0;;;;;;;;;;;;;;;;;;;;;;;
B334;DrkN;19:35:06.05;+12:19:20.6;Aql;3.0;;;;;;;;;;;;;;;;;;;;;;;
B335;DrkN;19:36:54.14;+07:36:37.8;Aql;6.0;;;;;;;;;;;;;;;;;;;;;;;
B336;DrkN;19:36:41.09;+12:20:36.6;Aql;2.0;;;;;;;;;;;;;;;;;;;;;;;
B337;DrkN;19:37:00.98;+12:23:39.8;Aql;3.0;;;;;;;;;;;;;;;;;;;;;;;
B338;DrkN;19:43:02.81;+07:27:38.9;Aql;8.0;;;;;;;;;;;;;;;;;;;;;;;
B339;DrkN;19:44:02.62;+08:17:48.8;Aql;60.0;;;;;;;;;;;;;;;;;;;;;;;
B340;DrkN;19:48:44.47;+11:24:36.0;Aql;7.0;;;;;;;;;;;;;;;;;;;;;;;
B341;DrkN;19:50:01.32;+34:16:54.1;Cyg;30.0;;;;;;;;;;;;;;;;;;;;;;;
B342;DrkN;20:09:30.82;+41:12:01.4;Cyg;4.0;;;;;;;;;;;;;;;;;;;;;;;
B343;DrkN;20:13:26.06;+40:16:37.2;Cyg;13.0;;;;;;;;;;;;;;;;;;;;;;;
B344;DrkN;20:16:12.26;+40:13:02.6;Cyg;7.0;;;;;;;;;;;;;;;;;;;;;;;
B345;DrkN;20:21:00.31;+46:33:47.9;Cyg;15.0;;;;;;;;;;;;;;;;;;;;;;;
B346;DrkN;20:26:46.10;+43:44:38.0;Cyg;10.0;;;;;;;;;;;;;;;;;;;;;;;
B347;DrkN;20:28:27.82;+39:54:51.8;Cyg;1.0;;;;;;;;;;;;;;;;;;;;;;;
B348;DrkN;20:34:26.30;+42:05:44.2;Cyg;60.0;;;;;;;;;;;;;;;;;;;;;;;
B349;DrkN;20:47:24.22;+43:57:33.5;Cyg;6.0;;;;;;;;;;;;;;;;;;;;;;;
B350;DrkN;20:49:06.77;+45:52:48.0;Cyg;3.0;;;;;;;;;;;;;;;;;;;;;;;
B351;DrkN;20:52:27.60;+47:24:15.5;Cyg;20.0;;;;;;;;;;;;;;;;;;;;;;;
B352;DrkN;20:57:10.80;+45:53:52.4;Cyg;22.0;;;;;;;;;;;;;;;;;;;;;;;
B353;DrkN;20:57:22.66;+45:28:53.8;Cyg;9.0;;;;;;;;;;;;;;;;;;;;;;;
B354;DrkN;20:58:13.15;+58:09:05.0;Cep;60.0;;;;;;;;;;;;;;;;;;;;;;;
B355;DrkN;20:59:38.06;+43:11:11.0;Cyg;5.0;;;;;;;;;;;;;;;;;;;;;;;
B356;DrkN;20:59:58.85;+46:41:14.6;Cyg;24.0;;;;;;;;;;;;;;;;;;;;;;;
B357;DrkN;20:59:52.10;+55:34:16.7;Cep;30.0;;;;;;;;;;;;;;;;;;;;;;;
B358;DrkN;21:05:40.61;+43:16:57.4;Cyg;20.0;;;;;;;;;;;;;;;;;;;;;;;
B359;DrkN;21:06:46.99;+57:10:10.2;Cep;20.0;;;;;;;;;;;;;;;;;;;;;;;
B360;DrkN;21:07:52.25;+56:30:18.0;Cep;54.0;;;;;;;;;;;;;;;;;;;;;;;
B361;DrkN;21:12:45.84;+47:25:51.2;Cyg;20.0;;;;;;;;;;;;;;;;;;;;;;;
B362;DrkN;21:23:57.79;+50:12:11.9;Cyg;15.0;;;;;;;;;;;;;;;;;;;;;;;
B363;DrkN;21:24:53.88;+48:56:17.9;Cyg;40.0;;;;;;;;;;;;;;;;;;;;;;;
B364;DrkN;21:34:04.51;+54:33:20.9;Cyg;75.0;;;;;;;;;;;;;;;;;;;;;;;
B365;DrkN;21:34:53.52;+56:43:27.1;Cep;22.0;;;;;;;;;;;;;;;;;;;;;;;
B366;DrkN;21:40:21.50;+59:34:02.6;Cep;10.0;;;;;;;;;;;;;;;;;;;;;;;
B367;DrkN;21:44:24.58;+57:10:27.1;Cep;5.0;;;;;;;;;;;;;;;;;;;;;;;
B368;DrkN;21:50:55.63;+58:59:06.7;Cep;14.0;;;;;;;;;;;;;;;;;;;;;;;
B369;DrkN;22:15:54.58;+56:01:20.3;Cep;5.0;;;;;;;;;;;;;;;;;;;;;;;
B370;DrkN;22:34:50.76;+56:38:44.5;Lac;;;;;;;;;;;;;;;;;;;;;;;;
