Name;Type;RA;Dec;Const;MajAx;MinAx;PosAng;B-Mag;V-Mag;J-Mag;H-Mag;K-Mag;SurfBr;Hubble;Pax;Pm-RA;Pm-Dec;RadVel;Redshift;Cstar U-Mag;Cstar B-Mag;Cstar V-Mag;M;NGC;IC;Cstar Names;Identifiers;Common names
WR 1;WR*;00:43:28.39;+64:45:35.4;;;;;10.74;10.10;8.21;7.86;7.48;;WN4b;;;;;;;;;;;;;HD 4004,DR3 524101256981955200;
WR 2;WR*;01:05:23.03;+60:25:18.9;;;;;10.35;10.99;10.04;9.78;9.45;;WN2b;;;;;;;;;;;;;HD 6327,DR3 426378793809476096;
WR 2-1;WR*;01:11:58.49;+64:49:45.4;;;;;;;11.48;11.06;10.81;;O+WN5h;;;;;;;;;;;;;DR3 524993029624315904,SDSS 55440347;
WR 3;WR*;01:38:55.62;+58:09:22.6;;;;;10.62;10.61;10.24;10.13;10.01;;WN3ha;;;;;;;;;;;;;HD 9974,DR3 508955656105078912;
WR 3-1;WR*;01:40:32.96;+63:42:22.9;;;;;;14.96;11.56;11.06;10.62;;WN4;;;;;;;;;;;;;DR3 512856654641310976,WR-C-01;
WR 4;WR*;02:41:11.67;+56:43:49.8;;;;;10.30;9.80;8.75;8.57;7.88;;WC5+?;;;;;;;;;;;;;HD 16523,DR3 454818035714964992;
WR 5;WR*;02:52:11.66;+56:56:07.1;;;;;10.85;10.37;8.63;8.34;7.65;;WC6;;;;;;;;;;;;;HD 17638,DR3 460606178458202496;
WR 6;WR*;06:54:13.04;-23:55:42.0;;;;;6.60;6.87;6.35;6.23;5.89;;WN4b;;;;;;;;;;;;;HD 50896,DR3 2922367976673391232,EZ CMa;S308
WR 7;WR*;07:18:29.13;-13:13:01.5;;;;;11.68;11.40;9.97;9.67;9.27;;WN4b;;;;;;;;;;;;;HD 56925,DR3 3032940844556081408;NGC 2359
WR 7a;WR*;07:20:22.36;-23:43:56.5;;;;;15.04;14.11;11.65;11.25;10.88;;WN4/C;;;;;;;;;;;;;DR3 5617746515133032448,PLMC 1,GSC 6537-0281;
WR 8;WR*;07:44:58.22;-31:54:29.5;;;;;10.69;10.16;8.57;8.32;7.93;;WN7o/CE;;;;;;;;;;;;;HD 62910,DR3 5595121310305893760;Anon (Stock & Barlow)
WR 9;WR*;07:45:50.40;-34:19:48.5;;;;;11.42;10.49;8.45;8.11;7.54;;WC5+O7;;;;;;;;;;;;;HD 63099,DR3 5588584477463342592,IC 2206;
WR 10;WR*;07:59:46.24;-28:44:03.0;;;;;11.22;10.93;10.05;9.89;9.61;;WN5h;;;;;;;;;;;;;HD 65865,DR3 5597770416085979648;
WR 11;WR*;08:09:31.96;-47:20:11.8;;;;;1.58;1.83;2.15;2.25;2.10;;WC8+O7.5III-V;;;;;;;;;;;;;HD 68273,HIP 39953,gamma Vel;
WR 12;WR*;08:44:47.29;-45:58:55.4;;;;;11.34;10.78;8.62;8.26;7.87;;WN8h;;;;;;;;;;;;;DR3 5329864237502044160,Ve5-5,MR 13;
WR 13;WR*;08:49:52.95;-45:10:24.0;;;;;;13.78;10.13;9.63;8.86;;WC6;;;;;;;;;;;;;DR3 5331491785272445952,Ve6-15;
WR 14;WR*;08:54:59.16;-47:35:32.6;;;;;9.44;8.92;7.49;7.25;6.61;;WC7+?;;;;;;;;;;;;;HD 76536,DR3 5328783280128054784,Ve5-8;
WR 15;WR*;09:13:11.76;-50:06:25.5;;;;;11.80;10.69;7.85;7.34;6.60;;WC6;;;;;;;;;;;;;HD 79573,DR3 5325632526471160832,Ve5-10;
WR 15-1;WR*;09:49:01.52;-55:28:33.0;;;;;;16.57;11.56;10.94;10.10;;WC5;;;;;;;;;;;;;DR3 5307761476805186816,WR-C-05;
WR 16;WR*;09:54:52.89;-57:43:38.2;;;;;8.63;8.32;6.97;6.71;6.38;;WN8h;;;;;;;;;;;;;HD 86161,DR3 5259375577836135168;Anon (Marston)
WR 17;WR*;10:10:31.90;-60:38:42.4;;;;;10.87;10.63;9.93;9.74;9.17;;WC5;;;;;;;;;;;;;HD 88500,DR3 5256443042906853504;
WR 17-1;WR*;10:16:26.21;-57:28:05.7;;;;;;;11.73;10.38;9.53;;WN5b;;;;;;;;;;;;;DR3 5258739853951492352,SMG09 668-4;
WR 18;WR*;10:17:02.26;-57:54:46.8;;;;;11.26;10.75;8.57;8.21;7.68;;WN4b;;;;;;;;;;;;;HD 89358,DR3 5258583929469166720;NGC 3199
WR 19;WR*;10:18:04.98;-58:16:26.2;;;;;;13.75;9.75;9.13;8.53;;WC4, WC5, WC4pd+O9;;;;;;;;;;;;;DR3 5258557987863082624,LS 3;
WR 19a;WR*;10:18:53.38;-58:07:52.9;;;;;16.80;17.45;9.07;8.13;7.50;;WN7:(h);;;;;;;;;;;;;DR3 5258563412384119168,SMSP 1;
WR 20;WR*;10:19:18.39;-59:09:38.8;;;;;;14.45;11.00;10.43;9.93;;WN5o;;;;;;;;;;;;;DR3 5255494370519800832,BS 1;
WR 20-1;WR*;10:23:28.79;-57:46:29.4;;;;;;;10.60;9.20;8.34;;WN7-8;;;;;;;;;;;;;DR3 5255679638225357952,MDM11 1;
WR 20-2;WR*;10:23:23.48;-58:00:20.8;;;;;12.74;12.64;9.28;8.73;8.40;;O2If*/WN6;;;;;;;;;;;;;DR3 5255667681036173568,SS215,WR20aa;
WR 20-3;WR*;10:25:02.60;-57:21:47.3;;;;;18.03;17.26;10.51;9.57;9.04;;O2If*/WN6;;;;;;;;;;;;;DR3 5351766715283439104,WR20c;
WR 20a;WR*;10:23:58.00;-57:45:48.9;;;;;15.00;13.47;8.86;8.08;7.59;;WN7:h/C, O3If*/WN6+O3If*/WN6;;;;;;;;;;;;;DR3 5255678160756667776,SMS 2;
WR 20b;WR*;10:24:18.39;-57:48:29.7;;;;;15.10;15.40;8.65;7.80;7.18;;WN6ha;;;;;;;;;;;;;DR3 5255677056923564544,SMSP 3;
WR 21;WR*;10:26:31.40;-58:38:26.1;;;;;10.16;9.71;8.41;8.22;8.03;;WN5o+O4-6, WN5o+O7V;;;;;;;;;;;;;HD 90657,DR3 5255569549619300096;
WR 21a;WR*;10:25:56.49;-57:48:43.5;;;;;13.00;13.09;8.81;8.20;7.83;;O2If/WN5;;;;;;;;;;;;;DR3 5351703390282380800,THA 35-II-42,1E 1024.0-5732;
WR 22;WR*;10:41:17.50;-59:40:36.8;;;;;6.48;6.39;5.71;5.58;5.39;;WN7ha, WN7h+O9III-V;;;;;;;;;;;;;HD 92740,DR3 5350370026290390912,HR 4188;
WR 23;WR*;10:41:38.31;-58:46:18.7;;;;;9.51;9.11;7.89;7.60;7.05;;WC6;;;;;;;;;;;;;HD 92809,DR3 5350703315744983808;Anon (Chu)
WR 24;WR*;10:43:52.24;-60:07:04.0;;;;;6.46;6.48;6.10;6.01;5.82;;WN6ha;;;;;;;;;;;;;HD 93131,DR3 5254268071479968512;
WR 25;WR*;10:44:10.37;-59:43:11.1;;;;;8.51;8.07;6.26;5.97;5.72;;O2.5If*/WN6+O, WN6ha+O5, WN6ha+O5+O7;;;;;;;;;;;;;HD 93162,DR3 5350357519345171200,PPM 339385;
WR 26;WR*;10:44:32.11;-57:50:23.9;;;;;;14.61;10.84;10.27;9.68;;WN7b/CE;;;;;;;;;;;;;DR3 5351131506811580032,MS 1;
WR 27;WR*;10:44:38.04;-58:48:28.8;;;;;;14.96;9.88;9.17;8.29;;WC6+a;;;;;;;;;;;;;DR3 5350515505419614080,LS 4;
WR 28;WR*;10:48:58.71;-59:03:37.3;;;;;;13.00;9.71;9.16;8.73;;WN6(h)+OB?;;;;;;;;;;;;;DR3 5350458670093520640,MS 2;
WR 29;WR*;10:50:46.28;-60:28:41.2;;;;;;12.65;9.91;9.46;9.12;;WN7h+abs, WN7h+O;;;;;;;;;;;;;DR3 5338256844150504960,MS 3;
WR 30;WR*;10:51:05.99;-62:17:01.6;;;;;;11.73;10.05;9.76;9.21;;WC6+O6-8, WC6+O7.5;;;;;;;;;;;;;HD 94305,DR3 5241922754918453760,TYC 8961 618 1;Anon (Marston)
WR 30a;WR*;10:51:38.89;-60:56:34.9;;;;;;12.73;;;;;WO4+O5-5.5;;;;;;;;;;;;;DR3 5242117089256813568,MS 4;
WR 31;WR*;10:53:44.81;-59:30:46.6;;;;;10.95;10.56;9.17;8.96;8.69;;WN4o+O8V;;;;;;;;;;;;;HD 94546,DR3 5338422591176599040;Anon (Marston)
WR 31-1;WR*;10:59:00.80;-61:08:50.2;;;;;;13.30;9.47;8.97;8.65;;O3.5If/WN7;;;;;;;;;;;;;DR3 5337974815066189184,THA 35-II-153;
WR 31a;WR*;10:53:59.57;-60:26:44.3;;;;;11.64;10.85;7.32;6.72;6.10;;WN11h;;;;;;;;;;;;;DR3 5338229115839425664,He3-519;Anon (Smith et al.)
WR 31b;WR*;10:56:11.57;-60:27:12.8;;;;;7.74;7.21;5.42;5.08;4.53;;WN11h;;;;;;;;;;;;;HD 94910,DR3 5338220285385672064,AG Car;AG Car
WR 31c;WR*;10:57:42.85;-60:34:00.4;;;;;;16.37;11.04;10.34;9.49;;WC6;;;;;;;;;;;;;DR3 5338030172959579008,SMSP 4;
WR 32;WR*;10:59:52.91;-59:52:43.4;;;;;;15.90;11.72;11.04;10.23;;WC5+OB?;;;;;;;;;;;;;DR3 5338166855999992448,MS 5;
WR 33;WR*;11:00:00.71;-57:48:59.2;;;;;;12.35;10.62;10.35;9.69;;WC5, WC6;;;;;;;;;;;;;HD 95435,DR3 5340433361753214336;
WR 34;WR*;11:00:06.45;-61:26:30.1;;;;;;14.50;11.20;10.59;10.04;;WN5o;;;;;;;;;;;;;DR3 5337916682731668992,LS 5;
WR 35;WR*;11:00:21.84;-61:13:52.4;;;;;;13.90;;;;;WN6h+OB?;;;;;;;;;;;;;DR3 5337926269099549056,MS 6;
WR 35a;WR*;11:00:24.33;-59:59:35.6;;;;;;13.92;10.47;9.97;9.65;;WN6h+O8.5V;;;;;;;;;;;;;DR3 5338152837224212992,SMSP 5;
WR 35b;WR*;11:01:02.08;-60:14:01.0;;;;;;14.49;10.95;10.35;9.76;;WN4b;;;;;;;;;;;;;DR3 5338141464150107008,SMSP 6;
WR 36;WR*;11:02:32.97;-59:26:20.9;;;;;;13.70;;;;;WN5-6b+OB?;;;;;;;;;;;;;DR3 5338564015865196800,LS 6;
WR 37;WR*;11:05:13.89;-61:20:41.1;;;;;;15.77;11.03;10.34;9.67;;WN4b;;;;;;;;;;;;;DR3 5337185679290680320,MS 7;
WR 38;WR*;11:05:46.43;-61:13:48.6;;;;;;14.66;11.99;11.50;10.79;;WC4;;;;;;;;;;;;;DR3 5337277763391646336,MS 8;Anon (Marston)
WR 38a;WR*;11:05:48.95;-61:13:41.3;;;;;16.27;15.12;11.53;11.21;10.71;;WN5o;;;;;;;;;;;;;DR3 5337277763391663488,SMSP 7;
WR 38b;WR*;11:06:18.56;-61:14:13.7;;;;;;16.21;10.39;9.28;8.61;;WC7;;;;;;;;;;;;;DR3 5337278278787851136,SMSP 8;
WR 39;WR*;11:06:18.72;-61:14:18.4;;;;;;14.50;;;;;WC7+OB?;;;;;;;;;;;;;DR3 5337278278787846784,MS 9;
WR 40;WR*;11:06:17.20;-65:30:35.3;;;;;7.86;7.69;6.62;6.41;6.11;;WN8h;;;;;;;;;;;;;HD 96548,DR3 5240040631514998272;RCW 58
WR 41;WR*;11:07:54.06;-61:27:40.8;;;;;;14.80;;;;;WC5+OB?;;;;;;;;;;;;;DR3 5337259484009055616,LS 7;
WR 42;WR*;11:10:04.07;-60:58:44.9;;;;;8.18;8.05;7.59;7.52;7.08;;WC7+O7V;;;;;;;;;;;;;HD 97152,DR3 5337255429559053824;Anon (Marston)
WR 42-1;WR*;11:14:45.50;-61:15:00.3;;;;;16.05;14.53;10.18;9.47;9.04;;O3If*/WN6;;;;;;;;;;;;;DR3 5337420974779493248,WR42e,RFS 5;
WR 42a;WR*;11:12:15.73;-61:05:04.8;;;;;;17.61;12.08;11.31;10.81;;WN5b;;;;;;;;;;;;;DR3 5337240002035340288,SMSP 9;
WR 42b;WR*;11:13:03.61;-62:14:18.4;;;;;;16.96;11.35;10.52;9.90;;WN4b;;;;;;;;;;;;;DR3 5336895957960832000,SMSP 10;
WR 42c;WR*;11:14:01.47;-61:03:47.7;;;;;;16.56;11.15;10.47;9.90;;WN5o;;;;;;;;;;;;;DR3 5337612324165433472,SMSP 11;
WR 42d;WR*;11:14:38.63;-61:11:16.3;;;;;;15.28;10.20;9.52;8.91;;WN5b;;;;;;;;;;;;;DR3 5337421730693859840,SMSP 12;Anon (Marston)
WR 43-1;WR*;11:16:03.52;-61:26:58.3;;;;;16.76;16.82;13.16;11.57;10.47;;WN4b;;;;;;;;;;;;;DR3 5337028582240085888,SMG09 740_21;
WR 43-2;WR*;11:15:07.57;-61:16:54.7;;;;;16.14;14.76;10.47;9.68;9.24;;O2If*/WN5;;;;;;;;;;;;;DR3 5337417985482248576,MTT 58,RFS 2;
WR 43-3;WR*;11:15:15.36;-60:51:17.7;;;;;14.17;12.89;9.85;9.39;9.12;;O2.5If*/WN6;;;;;;;;;;;;;DR3 5337456262235600512,RFS16 7;
WR 43A;WR*;11:15:07.47;-61:15:38.16;;;;;;11.18;7.98;7.79;7.21;;WN6ha+WN6ha;;;;;;;;;;;;;HD97950 A1;
WR 43B;WR*;11:15:07.58;-61:15:38.32;;;;;12.34;11.33;7.78;7.70;7.08;;WN6ha;;;;;;;;;;;;;HD97950 B;
WR 43C;WR*;11:15:07.76;-61:15:37.75;;;;;12.94;11.89;8.49;8.13;7.81;;O3If*/WN6;;;;;;;;;;;;;HD 97950 C;
WR 44;WR*;11:16:57.83;-59:26:23.8;;;;;;12.96;7.91;6.93;6.59;;WN4o+OB?;;;;;;;;;;;;;DR3 5339121811857056128,LSS 2289;
WR 44-1;WR*;11:19:43.01;-61:27:12.3;;;;;13.67;12.35;11.50;10.99;10.33;;WCE;;;;;;;;;;;;;DR3 5337356550268311168,SMG09 740_16;
WR 44-2;WR*;11:24:36.53;-62:32:35.0;;;;;;;11.95;10.71;9.85;;WN4-6b;;;;;;;;;;;;;DR3 5333920438969809152,WR-C-08;
WR 44a;WR*;11:18:43.10;-61:26:35.9;;;;;;16.20;12.07;11.34;10.82;;WN5b;;;;;;;;;;;;;DR3 5337353732769778176,SMSP 13;
WR 45;WR*;11:38:05.08;-62:16:01.9;;;;;;14.10;10.60;9.99;9.20;;WC6;;;;;;;;;;;;;DR3 5334118346751491200,LSS 2423;
WR 45-1;WR*;11:42:37.64;-62:41:19.2;;;;;18.50;18.55;11.50;10.54;9.81;;WN9-10h;;;;;;;;;;;;;DR3 5333338247595163136,HDM 1;
WR 45-2;WR*;11:46:06.64;-62:47:12.7;;;;;15.56;17.17;12.15;11.36;10.78;;WN5;;;;;;;;;;;;;DR3 5333281038625611392,SMG09 768_6;
WR 45-3;WR*;11:50:04.23;-62:52:15.4;;;;;18.23;;12.57;11.58;10.94;;WN6, WN5b;;;;;;;;;;;;;DR3 5333291106030306688,SMG09 772_17;
WR 45-4;WR*;11:55:52.10;-62:45:02.3;;;;;18.38;18.03;11.65;10.76;10.14;;WN6;;;;;;;;;;;;;DR3 5334571281177102080,SMG09 773_3,MV09 J11555211-6245022;
WR 45-5;WR*;11:56:03.75;-63:18:54.4;;;;;;;10.55;9.93;9.65;;WN7/Of;;;;;;;;;;;;;DR3 5333031827450024320,VVV CL009-6;
WR 45-6;WR*;11:56:20.50;-62:34:37.8;;;;;;16.88;11.57;;;;WC5+abs;;;;;;;;;;;;;DR3 5334579768033444224,WR-C-10;
WR 45a;WR*;11:46:18.14;-61:24:41.5;;;;;17.20;16.69;11.90;11.24;10.73;;WN5o;;;;;;;;;;;;;DR3 5334962226271784704,SMSNPL 1;
WR 45b;WR*;11:48:46.02;-62:23:02.6;;;;;17.00;18.08;11.45;10.61;9.92;;WN4b;;;;;;;;;;;;;DR3 5334802831445943680,SMSNPL 2;
WR 45c;WR*;11:56:04.74;-62:44:05.1;;;;;15.10;15.44;11.35;10.79;10.32;;WN5o;;;;;;;;;;;;;DR3 5334571178097948672,SMSNPL 3;
WR 46;WR*;12:05:18.71;-62:03:10.1;;;;;10.77;10.58;10.20;10.08;9.83;;WN3b pec;;;;;;;;;;;;;HD 104994,DR3 6057676201358478336;
WR 46-1;WR*;12:06:56.47;-62:38:30.4;;;;;17.80;17.17;11.55;10.82;10.22;;WN6o;;;;;;;;;;;;;DR3 6057398432929770752,HDM 2;
WR 46-10;WR*;12:13:28.27;-62:41:43.0;;;;;;;14.05;13.67;11.53;;WCE;;;;;;;;;;;;;DR3 6054468822847266048,SMG09 791_12c;
WR 46-11;WR*;12:28:41.90;-63:25:46.1;;;;;20.28;;12.78;11.83;10.94;;WCE;;;;;;;;;;;;;DR3 6053731497237581568,SMG09 808_14;
WR 46-12;WR*;12:28:50.98;-63:17:00.1;;;;;;;13.56;12.55;11.84;;WN5, WN4-5, WN4b;;;;;;;;;;;;;DR3 6053747229666708864,SMG09 808_23,MV09 J12285099-6317002;
WR 46-13;WR*;12:30:03.86;-62:50:17.1;;;;;;;13.16;12.05;11.09;;WC7;;;;;;;;;;;;;DR3 6053899825584290432,SMG09 807_16;
WR 46-14;WR*;12:38:18.75;-63:24:19.7;;;;;;;12.93;11.76;10.96;;WN5b;;;;;;;;;;;;;DR3 6053591923647688064,SMG09 816_10;
WR 46-15;WR*;12:15:12.48;-62:46:43.9;;;;;;;13.13;11.03;9.84;;WN8;;;;;;;;;;;;;DR3 6054440132486872832,MDM11 2;
WR 46-16;WR*;12:11:54.06;-63:17:03.8;;;;;;;13.44;12.05;11.54;;WN9;;;;;;;;;;;;;DR3 6054388829058029312,RMM 5;
WR 46-17;WR*;12:12:41.12;-62:42:30.7;;;;;;;11.72;10.60;10.05;;WN9/OIf+;;;;;;;;;;;;;DR3 6054470094180542336,VVV CL011-2;
WR 46-18;WR*;12:08:52.47;-62:50:54.6;;;;;;;13.34;11.67;10.47;;WC6-7;;;;;;;;;;;;;DR3 6054384023029223168,RC17 E3;
WR 46-2;WR*;12:13:38.78;-63:08:58.1;;;;;17.70;17.32;10.56;9.64;9.03;;WN7h;;;;;;;;;;;;;DR3 6054397075394503040,HDM 3;
WR 46-3;WR*;12:14:31.53;-62:58:54.3;;;;;;;10.33;9.06;8.54;;WN7-8, O6-7.5If+;;;;;;;;;;;;;DR3 6054402164972278528,KBG2007-4,Mercer30-1;
WR 46-4;WR*;12:14:31.71;-62:58:52.1;;;;;;;10.39;9.56;9.02;;Ofp/WN, Ofpe/WN9;;;;;;;;;;;;;DR3 6054402160638288000,KBG2007-3,Mercer30-6a;
WR 46-5;WR*;12:14:33.08;-62:58:51.0;;;;;;;11.52;10.25;9.67;;WN6;;;;;;;;;;;;;DR3 6054402164972282240,KBG2007-2,Mercer30-7;
WR 46-6;WR*;12:14:33.90;-62:58:48.7;;;;;;;11.66;10.30;9.64;;WN7;;;;;;;;;;;;;DR3 6054402160643310208,KBG2007-1,Mercer30-8;
WR 46-7;WR*;12:10:07.95;-62:44:19.4;;;;;;;12.75;11.08;9.74;;WC5-7, WC5-7vd;;;;;;;;;;;;;DR3 6054478581036542720,MV09 J12100795-6244194;
WR 46-8;WR*;12:11:02.55;-62:57:47.6;;;;;;;12.02;10.70;9.85;;WN6;;;;;;;;;;;;;DR3 6054457174893385728,MV09 J12110256-6257476;
WR 46-9;WR*;12:12:16.80;-62:46:14.6;;;;;;;12.07;10.72;9.88;;WN4-6, WN5;;;;;;;;;;;;;DR3 6054469643164086016,MV09 J12121681-6246145;
WR 46a;WR*;12:13:02.34;-63:42:25.4;;;;;16.70;16.00;12.08;11.42;10.92;;WN4o;;;;;;;;;;;;;DR3 6054132505411481984,SMSNPL 4;
WR 47;WR*;12:43:50.99;-63:05:14.8;;;;;11.59;10.79;8.32;7.92;7.55;;WN6o+O5V, WN6o+O5.5;;;;;;;;;;;;;HDE 311884,DR3 6055101523064612864,He3 813;
WR 47-1;WR*;12:46:16.13;-62:57:23.5;;;;;19.60;;12.18;11.22;10.55;;WN6o;;;;;;;;;;;;;DR3 5862973720242127744,HDM 4;
WR 47-2;WR*;12:55:44.24;-63:35:50.1;;;;;;;12.48;11.12;10.22;;WC5-6;;;;;;;;;;;;;DR3 5862754470762223488,SMG09 832_25;
WR 47-3;WR*;13:03:11.06;-63:42:16.4;;;;;;;13.13;11.92;11.05;;WC5-6;;;;;;;;;;;;;DR3 5862310195003201152,SMG09 856_13;
WR 47-4;WR*;13:04:50.08;-63:04:40.20;;;;;;;15.69;14.00;12.54;;WC5-6;;;;;;;;;;;;;SMG09 839_12;
WR 47-5;WR*;12:50:48.96;-62:24:39.8;;;;;;;13.32;12.92;11.09;;WN6(h);;;;;;;;;;;;;DR3 6055240641333628800,RC17 B13;
WR 47-6;WR*;12:56:45.51;-64:44:45.4;;;;;;15.86;12.17;11.57;11.15;;WN5;;;;;;;;;;;;;DR3 5861676086032316288,WR-C-11;
WR 47a;WR*;12:45:51.24;-64:09:38.0;;;;;;15.98;10.44;9.68;9.06;;WN8h;;;;;;;;;;;;;DR3 5862643935490696960,SMSNPL 5;
WR 47b;WR*;12:48:07.60;-63:38:39.8;;;;;17.70;17.05;10.29;9.44;8.84;;WN9h;;;;;;;;;;;;;DR3 5862698361319773184,SMSNPL 6;
WR 47c;WR*;12:52:55.67;-63:46:38.0;;;;;16.50;16.09;11.24;10.48;9.89;;WC5, WC5ed;;;;;;;;;;;;;DR3 5862723203396880128,SMSNPL 7;
WR 48;WR*;13:08:07.14;-65:18:21.7;;;;;5.62;5.66;5.57;5.57;5.43;;WC6(+O9.5/B0Iab), WC6+O6-7V;;;;;;;;;;;;;HD 113904,DR3 5858915766471945984,Theta Mus;Anon (theta Mus)
WR 48-1;WR*;13:10:12.06;-62:39:06.6;;;;;18.10;;11.05;10.09;9.31;;WC7;;;;;;;;;;;;;DR3 5862512097153573120,HDM 5;
WR 48-10;WR*;13:12:24.97;-62:42:00.2;;;;;;;9.42;8.15;7.48;;WNLh, WN9h;;;;;;;;;;;;;DR3 5862502338987191552,DCT12 D1-2;
WR 48-11;WR*;13:11:35.60;-62:45:32.4;;;;;;;15.98;14.00;12.64;;WN9h;;;;;;;;;;;;;2MASS J13113560-6245324;
WR 48-12;WR*;13:11:36.86;-62:49:59.4;;;;;;;15.57;13.49;11.41;;WN9h;;;;;;;;;;;;;2MASS J13113686-6249594;
WR 48-2;WR*;13:12:57.69;-62:40:59.9;;;;;18.80;;10.82;9.83;8.98;;WC8, WC7-8;;;;;;;;;;;;;DR3 5862525634891347968,DCT12 D2-3,MV09 J13125770-6240599;
WR 48-3;WR*;13:12:21.30;-62:40:12.50;;;;;;;10.75;9.57;8.77;;WC8;;;;;;;;;;;;;DR3 5862503163620954752,SMG09 845_34,MDM11 4;
WR 48-4;WR*;13:12:27.65;-62:44:22.0;;;;;;;13.16;11.82;10.71;;WC7, WC6;;;;;;;;;;;;;DR3 5862501613104119424,SMG09 845_35,MDM11 6;
WR 48-5;WR*;13:12:45.33;-63:05:52.0;;;;;;;13.06;11.34;10.26;;WN6, WN6b;;;;;;;;;;;;;DR3 5862430969485396224,SMG09 847_8;
WR 48-6;WR*;13:12:09.05;-62:43:26.7;;;;;;;10.21;8.57;7.58;;WN8-9, WN9;;;;;;;;;;;;;DR3 5862501922341768704,MDM11 3;
WR 48-7;WR*;13:12:25.46;-62:44:41.8;;;;;20.13;;9.81;8.48;7.65;;WN9, WN8;;;;;;;;;;;;;DR3 5862501617432628608,MDM11 5;
WR 48-8;WR*;13:12:28.49;-62:41:51.0;;;;;;;9.81;8.83;8.15;;WN9, WCLh;;;;;;;;;;;;;DR3 5862502338987197312,MDM11 7,DCT12 D1-5;
WR 48-9;WR*;13:12:28.55;-62:41:43.8;;;;;;15.82;8.26;7.27;6.61;;WN9h, WNLh;;;;;;;;;;;;;DR3 5862502338987201408,MDM11 8,DCT12 D1-1;
WR 48a;WR*;13:12:39.59;-62:42:55.9;;;;;;16.80;8.74;6.80;5.09;;WC8ed+?, WC8vd+WN8;;;;;;;;;;;;;DR3 5862502029749697280,D83 1;
WR 48b;WR*;13:11:27.69;-63:45:59.9;;;;;;15.96;10.99;9.78;8.58;;WC9d;;;;;;;;;;;;;DR3 5862209147378793344,SMSNPL 8;
WR 48c;WR*;13:12:52.36;-63:23:45.9;;;;;;13.44;11.86;11.52;11.16;;WN3h/C4;;;;;;;;;;;;;DR3 5862235604379974016,SMSNPL 9;
WR 49;WR*;13:13:51.30;-65:18:08.9;;;;;;13.84;11.89;11.57;11.21;;WN5(h);;;;;;;;;;;;;DR3 5858741184645789184,LSS 2979,Th17-22;
WR 49-1;WR*;13:14:57.04;-62:23:53.3;;;;;;;13.82;11.88;10.67;;WN8;;;;;;;;;;;;;DR3 5862536011533348992,MDM11 9;
WR 50;WR*;13:18:01.03;-62:26:04.8;;;;;12.72;11.86;9.75;9.38;8.81;;WC7+OB;;;;;;;;;;;;;DR3 5868490073153134592,V864 Cen;
WR 51;WR*;13:18:23.35;-62:28:21.2;;;;;;14.64;10.90;10.33;9.89;;WN4o;;;;;;;;;;;;;DR3 5868477256969661824,MR45,Th17-85;
WR 52;WR*;13:18:27.90;-58:08:13.7;;;;;9.71;9.25;8.41;8.21;7.55;;WC4;;;;;;;;;;;;;HD 115473,DR3 6062353145875545600,MR 46;Anon (Chu)
WR 52-1;WR*;13:22:16.08;-62:30:57.40;;;;;;;14.77;12.69;11.55;;WN6;;;;;;;;;;;;;SMG09 853_9;
WR 52-2;WR*;13:28:15.87;-62:06:23.6;;;;;;;12.53;11.40;10.68;;WN6;;;;;;;;;;;;;DR3 5868410289859556480,SMG09 858_26;
WR 53;WR*;13:30:53.24;-62:04:51.9;;;;;11.11;10.77;8.74;7.92;6.83;;WC8, WC9, WC8d;;;;;;;;;;;;;HD 117297,DR3 5868384073377056384;
WR 54;WR*;13:32:43.74;-65:01:27.9;;;;;;12.99;10.85;10.48;10.09;;WN5o;;;;;;;;;;;;;DR3 5864010933331665280,MR48,Th17-89;Anon (Marston)
WR 55;WR*;13:33:30.10;-62:19:01.2;;;;;10.84;10.39;8.77;8.49;8.01;;WN7o;;;;;;;;;;;;;HD 117688,DR3 5865360897441115904;RCW78
WR 56;WR*;13:33:45.37;-64:07:31.3;;;;;;13.87;;;;;WC7;;;;;;;;;;;;;DR3 5864204692281636864,LS 8;
WR 56-1;WR*;13:41:50.01;-62:20:25.8;;;;;;;14.94;13.21;12.18;;WN5o;;;;;;;;;;;;;RC17 B37;
WR 56-2;WR*;13:35:01.91;-61:58:38.4;;;;;;15.59;10.01;9.31;8.76;;WC9;;;;;;;;;;;;;DR3 5865749780941355904,WR-C-14;
WR 56a;WR*;13:41:14.01;-60:53:54.0;;;;;;15.91;;;;;WN6o;;;;;;;;;;;;;DR3 5868912491781014144,SMSNPL 10;
WR 57;WR*;13:43:16.35;-67:24:05.1;;;;;9.80;9.64;9.09;8.75;8.01;;WC8;;;;;;;;;;;;;HD 119078,DR3 5850593970891000576;Anon (Marston)
WR 57-1;WR*;13:44:06.95;-62:45:02.1;;;;;;;15.01;12.77;11.46;;WN7;;;;;;;;;;;;;MDM11 10;
WR 58;WR*;13:49:04.47;-65:41:56.2;;;;;13.11;12.77;11.30;10.98;10.54;;WN4b/CE;;;;;;;;;;;;;DR3 5851583256480676864,LSS 3162;
WR 59;WR*;13:49:32.55;-61:31:42.3;;;;;11.99;11.69;8.79;7.71;6.61;;WC9d;;;;;;;;;;;;;DR3 5865643433220067328,LSS 3164;
WR 59-1;WR*;13:52:02.36;-62:26:46.00;;;;;;;14.59;12.41;10.99;;WCE;;;;;;;;;;;;;SMG09 883_18;
