Name;Type;RA;Dec;Const;MajAx;MinAx;PosAng;B-Mag;V-Mag;J-Mag;H-Mag;K-Mag;SurfBr;Hubble;Pax;Pm-RA;Pm-Dec;RadVel;Redshift;Cstar U-Mag;Cstar B-Mag;Cstar V-Mag;M;NGC;IC;Cstar Names;Identifiers;Common names
LDN 161;DrkN;17:51:03.50;-24:00:45.7;Sgr;20.5;;;;;;;;;;;;;;;;;;;;;;;
LDN 162;DrkN;16:49:07.87;-14:15:10.8;Oph;21.1;;;;;;;;;;;;;;;;;;;;;;;
LDN 163;DrkN;16:49:49.99;-14:20:07.8;Oph;10.7;;;;;;;;;;;;;;;;;;;;;;;
LDN 164;DrkN;17:37:00.43;-21:51:46.8;Oph;15.1;;;;;;;;;;;;;;;;;;;;;;;
LDN 165;DrkN;18:16:07.75;-26:58:56.3;Sgr;13.9;;;;;;;;;;;;;;;;;;;;;;;
LDN 166;DrkN;18:02:05.18;-25:09:57.6;Sgr;5.4;;;;;;;;;;;;;;;;;;;;;;;
LDN 167;DrkN;18:06:05.88;-25:39:40.0;Sgr;22.8;;;;;;;;;;;;;;;;;;;;;;;
LDN 168;DrkN;17:32:59.26;-21:02:04.2;Oph;61.5;;;;;;;;;;;;;;;;;;;;;;;
LDN 169;DrkN;15:52:36.98;-03:18:53.6;Ser;55.6;;;;;;;;;;;;;;;;;;;;;;;
LDN 170;DrkN;17:47:02.11;-23:01:03.4;Sgr;41.5;;;;;;;;;;;;;;;;;;;;;;;
LDN 171;DrkN;18:03:05.18;-25:09:53.3;Sgr;33.7;;;;;;;;;;;;;;;;;;;;;;;
LDN 172;DrkN;17:38:00.10;-21:36:42.5;Oph;9.7;;;;;;;;;;;;;;;;;;;;;;;
LDN 173;DrkN;17:17:13.56;-18:23:12.1;Oph;8.5;;;;;;;;;;;;;;;;;;;;;;;
LDN 174;DrkN;17:39:00.22;-21:41:38.4;Oph;8.5;;;;;;;;;;;;;;;;;;;;;;;
LDN 175;DrkN;17:18:19.73;-18:31:07.7;Oph;7.6;;;;;;;;;;;;;;;;;;;;;;;
LDN 176;DrkN;18:10:06.10;-25:49:22.8;Sgr;33.3;;;;;;;;;;;;;;;;;;;;;;;
LDN 177;DrkN;17:22:56.71;-19:12:47.5;Oph;11.1;;;;;;;;;;;;;;;;;;;;;;;
LDN 178;DrkN;17:31:58.58;-20:32:08.5;Oph;49.2;;;;;;;;;;;;;;;;;;;;;;;
LDN 179;DrkN;17:23:56.83;-19:17:43.4;Oph;13.0;;;;;;;;;;;;;;;;;;;;;;;
LDN 180;DrkN;18:03:04.58;-24:44:53.2;Sgr;99.7;;;;;;;;;;;;;;;;;;;;;;;
LDN 181;DrkN;18:31:09.17;-28:04:50.9;Sgr;5.4;;;;;;;;;;;;;;;;;;;;;;;
LDN 182;DrkN;17:32:58.61;-20:32:04.2;Oph;63.2;;;;;;;;;;;;;;;;;;;;;;;
LDN 183;DrkN;15:53:54.84;-03:08:48.8;Ser;29.4;;;;;;;;;;;;;;;;;;;;;;;
LDN 185;DrkN;17:31:58.25;-20:17:08.9;Oph;19.7;;;;;;;;;;;;;;;;;;;;;;;
LDN 186;DrkN;17:44:00.72;-22:01:16.3;Sgr;32.9;;;;;;;;;;;;;;;;;;;;;;;
LDN 187;DrkN;18:12:05.98;-25:44:13.9;Sgr;50.0;;;;;;;;;;;;;;;;;;;;;;;
LDN 188;DrkN;17:53:02.38;-23:10:37.2;Sgr;32.8;;;;;;;;;;;;;;;;;;;;;;;
LDN 189;DrkN;17:43:00.26;-21:41:20.8;Oph;46.3;;;;;;;;;;;;;;;;;;;;;;;
LDN 190;DrkN;16:48:18.29;-12:55:14.2;Oph;8.9;;;;;;;;;;;;;;;;;;;;;;;
LDN 191;DrkN;16:47:48.10;-12:45:16.2;Oph;23.8;;;;;;;;;;;;;;;;;;;;;;;
LDN 192;DrkN;17:30:57.58;-19:47:13.2;Oph;31.6;;;;;;;;;;;;;;;;;;;;;;;
LDN 193;DrkN;17:35:58.63;-20:31:51.2;Oph;19.3;;;;;;;;;;;;;;;;;;;;;;;
LDN 194;DrkN;18:13:05.62;-25:29:09.6;Sgr;33.7;;;;;;;;;;;;;;;;;;;;;;;
LDN 195;DrkN;18:15:53.93;-25:43:57.4;Sgr;3.3;;;;;;;;;;;;;;;;;;;;;;;
LDN 196;DrkN;18:10:04.92;-24:59:22.6;Sgr;2.7;;;;;;;;;;;;;;;;;;;;;;;
LDN 197;DrkN;18:13:05.40;-25:20:09.6;Sgr;7.1;;;;;;;;;;;;;;;;;;;;;;;
LDN 198;DrkN;18:13:35.42;-25:22:07.3;Sgr;6.0;;;;;;;;;;;;;;;;;;;;;;;
LDN 199;DrkN;18:15:05.54;-25:27:00.7;Sgr;1.9;;;;;;;;;;;;;;;;;;;;;;;
LDN 200;DrkN;18:10:04.68;-24:49:22.8;Sgr;61.5;;;;;;;;;;;;;;;;;;;;;;;
LDN 201;DrkN;18:20:06.24;-25:58:39.0;Sgr;111.4;;;;;;;;;;;;;;;;;;;;;;;
LDN 202;DrkN;17:38:28.44;-20:21:40.3;Oph;21.0;;;;;;;;;;;;;;;;;;;;;;;
LDN 203;DrkN;18:14:23.14;-25:10:03.7;Sgr;3.8;;;;;;;;;;;;;;;;;;;;;;;
LDN 204;DrkN;16:47:47.30;-12:05:16.4;Oph;24.5;;;;;;;;;;;;;;;;;;;;;;;
LDN 205;DrkN;18:26:06.77;-26:23:12.8;Sgr;9.7;;;;;;;;;;;;;;;;;;;;;;;
LDN 206;DrkN;17:30:56.62;-19:02:13.2;Oph;113.2;;;;;;;;;;;;;;;;;;;;;;;
LDN 207;DrkN;17:44:59.38;-21:01:12.0;Sgr;84.9;;;;;;;;;;;;;;;;;;;;;;;
LDN 208;DrkN;18:13:04.42;-24:39:09.7;Sgr;10.7;;;;;;;;;;;;;;;;;;;;;;;
LDN 209;DrkN;17:37:57.77;-19:51:42.5;Oph;6.8;;;;;;;;;;;;;;;;;;;;;;;
LDN 210;DrkN;18:09:09.70;-24:07:26.8;Sgr;1.9;;;;;;;;;;;;;;;;;;;;;;;
LDN 211;DrkN;18:09:33.74;-24:09:24.8;Sgr;5.4;;;;;;;;;;;;;;;;;;;;;;;
